"id","sex","yr","age","cgpa","bdevice","adevice","btime","atime","bdevstudy","adevstudy","bconc","aconc","bbed","abed","baffbed","aaffbed","btire","atire","socdist","isolate","personality","lazy","boredom","psycho","afford","unhealthy","covidstress","devicegpa","assgn","f2f","quiz","class"
615,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Uncertain","Uncertain","Uncertain","Uncertain","Disagree","Disagree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Agree	","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Disagree",1
616,"Female","Second/ Sophomore","18-24","80-89","Other","Mobile phone","3-6","1-3 ","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree",2
617,"Female","First/Freshman","18-24","+90","Mobile phone","Laptop","1-3 ","9-12","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Disagree","Uncertain","Uncertain","Strongly Agree","Agree","Agree","Strongly Agree",3
618,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","3-6","3-6","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Uncertain	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Uncertain",3
619,"Female","Other","18-24","80-89","Mobile phone","Laptop","1-3 ","3-6","Uncertain","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
620,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree",1
621,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","Uncertain","Disagree","Strongly Agree","Strongly Agree","Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree",1
622,"Female","Fourth/Senior","18-24","80-89","Laptop","Laptop","3-6","3-6","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Disagree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree",1
623,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","3-6","6-9","Agree","Agree","Disagree","Uncertain","Strongly Agree","Disagree","Uncertain","Strongly Agree","Agree","Agree","Uncertain	","Uncertain	","Uncertain	","Uncertain	","Agree","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Uncertain","Agree","Strongly Agree","Strongly Agree",2
624,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Agree","Disagree",1
625,"Female","Fourth/Senior","18-24","+90","Other","Mobile phone","1-3 ","6-9","Disagree","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
626,"Female","Second/ Sophomore","18-24","+90","Laptop","Laptop","1-3 ","3-6","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
627,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","Disagree","Disagree","Disagree","Strongly Agree","Uncertain","Uncertain","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Strongly Agree","Agree	","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree",1
628,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","Uncertain","Uncertain","Disagree","Disagree","Agree","Disagree","Uncertain","Agree","Strongly Agree","Strongly Agree","Uncertain	","Agree	","Uncertain	","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree",1
629,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Strongly Agree","Strongly Agree","Uncertain","Disagree","Disagree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Uncertain	","Strongly Agree","Uncertain","Agree","Strongly Agree","Agree","Uncertain","Agree","Agree","Strongly Agree","Disagree",2
630,"Female","Fourth/Senior","25-30","80-89","Mobile phone","Mobile phone","1-3 ","6-9","Disagree","Agree","Agree","Uncertain","Agree","Agree","Disagree","Disagree","Agree","Strongly Agree","Agree	","Agree	","Uncertain	","Agree	","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Disagree",2
631,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","Uncertain","Uncertain","Strongly Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain",1
632,"Female","Fourth/Senior","18-24","+90","Mobile phone","Mobile phone","3-6","9-12","Agree","Strongly Agree","Disagree","Strongly Agree","Disagree","Strongly Disagree","Agree","Strongly Agree","Agree","Strongly Agree","Uncertain	","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree",3
633,"Female","Second/ Sophomore","18-24","+90","Laptop","Mobile phone","1-3 ","3-6","Disagree","Agree","Agree","Agree","Strongly Agree","Strongly Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Agree	","Agree	","Uncertain	","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree",3
634,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","1-3 ","3-6","Strongly Agree","Strongly Agree","Disagree","Disagree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree",1
635,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","1-3 ","1-3 ","Agree","Strongly Agree","Uncertain","Uncertain","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Uncertain	","Agree	","Agree	","Agree","Agree","Agree","Disagree","Agree","Uncertain","Uncertain","Uncertain","Strongly Disagree",2
636,"Female","First/Freshman","18-24","70-79","Mobile phone","Laptop","1-3 ","1-3 ","Uncertain","Uncertain","Strongly Agree","Strongly Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree	","Agree	","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Uncertain","Agree","Strongly Agree","Strongly Agree",1
637,"Female","First/Freshman","18-24","+90","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
638,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
639,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","Uncertain","Strongly Agree","Uncertain","Agree","Agree","Disagree","Uncertain","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree",1
640,"Female","Other","18-24","80-89","Mobile phone","Mobile phone","6-9","9-12","Agree","Agree","Uncertain","Uncertain","Agree","Agree","Uncertain","Uncertain","Agree","Agree","Disagree","Agree	","Uncertain	","Agree	","Agree","Agree","Agree","Agree","Agree","Agree","Uncertain","Agree","Uncertain",2
641,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","6-9","9-12","Agree","Agree","Uncertain","Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Uncertain	","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree",1
642,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","Uncertain","Agree","Disagree","Disagree","Uncertain","Uncertain","Agree","Agree","Agree","Agree","Disagree","Uncertain	","Disagree","Agree	","Agree","Agree","Agree","Uncertain","Agree","Uncertain","Agree","Agree","Disagree",2
643,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","6-9","6-9","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Uncertain","Agree","Uncertain	","Agree	","Agree	","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain",1
644,"Female","Third/Junior","18-24","70-79","Laptop","Laptop","1-3 ","3-6","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Uncertain","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
645,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Uncertain","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Uncertain","Strongly Agree","Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree",3
646,"Female","Other","+30","+90","Laptop","Laptop","1-3 ","1-3 ","Uncertain","Uncertain","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Agree",1
647,"Female","Second/ Sophomore","18-24","70-79","Other","Mobile phone","1-3 ","9-12","Agree","Disagree","Agree","Agree","Strongly Agree","Disagree","Strongly Disagree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
648,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Uncertain","Agree","Uncertain","Disagree","Strongly Agree","Uncertain","Uncertain","Agree","Uncertain","Agree","Agree	","Agree	","Disagree","Uncertain	","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Uncertain","Agree",2
649,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","Disagree","Strongly Agree","Strongly Agree","Agree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Uncertain	","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree",1
650,"Female","Fourth/Senior","18-24","+90","Other","Laptop","3-6","6-9","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Uncertain	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Disagree",3
651,"Female","Other","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","Disagree","Uncertain","Strongly Agree","Strongly Agree","Agree","Disagree","Disagree","Strongly Agree","Uncertain","Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree",3
652,"Female","Second/ Sophomore","18-24","+90","Mobile phone","Mobile phone","1-3 ","6-9","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Uncertain	","Disagree","Agree	","Agree	","Uncertain","Agree","Strongly Agree","Agree","Agree","Agree","Uncertain","Agree","Agree",2
653,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","6-9","9-12","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Uncertain","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
654,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","Agree","Strongly Agree","Disagree","Uncertain","Strongly Agree","Uncertain","Uncertain","Agree","Agree","Strongly Agree","Disagree","Agree	","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Uncertain","Agree","Uncertain","Agree","Agree","Disagree",2
655,"Female","Fourth/Senior","18-24","70-79","Other","Mobile phone","1-3 ","9-12","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Uncertain","Agree","Uncertain","Strongly Disagree",3
656,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","6-9","9-12","Strongly Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Disagree","Agree","Agree","Agree","Agree","Uncertain	","Agree	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Uncertain",1
657,"Female","First/Freshman","18-24","+90","Mobile phone","Mobile phone","1-3 ","3-6","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Disagree","Agree","Uncertain","Strongly Agree","Strongly Agree",1
658,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Personal Computer","1-3 ","3-6","Disagree","Strongly Agree","Disagree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree",1
659,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Uncertain","Uncertain","Strongly Agree","Uncertain","Uncertain","Agree	","Disagree","Strongly Disagree","Agree	","Uncertain","Agree","Uncertain","Disagree","Disagree","Uncertain","Disagree","Agree","Strongly Disagree",2
660,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Strongly Agree","Agree","Strongly Agree","Disagree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree",1
661,"Female","First/Freshman","18-24","80-89","Mobile phone","Mobile phone","3-6","6-9","Uncertain","Agree","Disagree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Uncertain","Agree","Disagree","Agree	","Agree	","Disagree","Agree","Strongly Agree","Strongly Agree","Uncertain","Disagree","Agree","Agree","Agree","Disagree",2
662,"Female","First/Freshman","18-24","+90","Mobile phone","Laptop","1-3 ","1-3 ","Agree","Disagree","Agree","Strongly Agree","Agree","Strongly Disagree","Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
663,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","6-9","+12","Agree","Strongly Agree","Uncertain","Agree","Agree","Strongly Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Uncertain	","Strongly Agree","Uncertain	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Disagree",3
664,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","Agree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree	","Agree	","Agree	","Strongly Agree","Uncertain","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree",1
665,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","6-9","6-9","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Agree	","Agree	","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree",1
666,"Female","First/Freshman","18-24","70-79","Mobile phone","Mobile phone","+12","9-12","Disagree","Strongly Agree","Uncertain","Uncertain","Agree","Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
667,"Female","Other","18-24","+90","Mobile phone","Laptop","1-3 ","3-6","Disagree","Agree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Agree	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
668,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Uncertain","Agree","Disagree","Disagree","Agree","Disagree","Agree","Agree","Uncertain","Agree","Agree	","Agree	","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Uncertain","Agree","Agree",1
669,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","1-3 ","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly Agree","Agree	","Uncertain	","Uncertain	","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
670,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","3-6","9-12","Uncertain","Strongly Agree","Uncertain","Uncertain","Agree","Disagree","Disagree","Strongly Agree","Uncertain","Strongly Agree","Agree	","Uncertain	","Disagree","Agree	","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Disagree","Agree","Disagree",2
671,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","6-9","9-12","Uncertain","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Disagree",1
672,"Male","Second/ Sophomore","18-24","80-89","I pad/ Tablet","Laptop","1-3 ","9-12","Uncertain","Agree","Agree","Agree","Strongly Agree","Disagree","Agree","Uncertain","Uncertain","Agree","Agree	","Uncertain	","Uncertain	","Agree	","Agree","Agree","Uncertain","Uncertain","Agree","Uncertain","Uncertain","Uncertain","Uncertain",2
673,"Male","Third/Junior","25-30","70-79","Mobile phone","I pad/ Tablet","3-6","6-9","Agree","Strongly Agree","Uncertain","Agree","Uncertain","Uncertain","Agree","Agree","Uncertain","Agree","Uncertain	","Agree	","Uncertain	","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",2
674,"Male","Third/Junior","18-24","80-89","Personal Computer","Laptop","1-3 ","3-6","Agree","Agree","Agree","Agree","Agree","Uncertain","Uncertain","Uncertain","Agree","Agree","Uncertain	","Agree	","Agree	","Agree	","Agree","Agree","Uncertain","Agree","Agree","Agree","Agree","Agree","Uncertain",2
675,"Male","Third/Junior","18-24","70-79","I pad/ Tablet","Laptop","1-3 ","6-9","Uncertain","Agree","Uncertain","Agree","Agree","Uncertain","Agree","Agree","Agree","Uncertain","Strongly Agree","Agree	","Uncertain	","Uncertain	","Uncertain","Agree","Uncertain","Agree","Agree","Agree","Uncertain","Uncertain","Uncertain",2
676,"Male","Fourth/Senior","18-24","70-79","I pad/ Tablet","Mobile phone","3-6","6-9","Agree","Uncertain","Uncertain","Agree","Uncertain","Uncertain","Agree","Disagree","Agree","Agree","Uncertain	","Agree	","Uncertain	","Strongly Agree","Uncertain","Uncertain","Agree","Agree","Agree","Agree","Agree","Agree","Agree",2
677,"Male","First/Freshman","18-24","+90","Personal Computer","Laptop","3-6","9-12","Agree","Agree","Agree","Agree","Uncertain","Uncertain","Uncertain","Agree","Strongly Agree","Strongly Agree","Uncertain	","Agree	","Agree	","Agree	","Uncertain","Agree","Uncertain","Agree","Uncertain","Agree","Agree","Agree","Agree",2
678,"Male","Second/ Sophomore","25-30","70-79","Mobile phone","Laptop","3-6","6-9","Uncertain","Agree","Agree","Strongly Agree","Agree","Uncertain","Agree","Agree","Agree","Agree","Agree	","Agree	","Uncertain	","Agree	","Agree","Uncertain","Uncertain","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree",2
679,"Male","Third/Junior","18-24","70-79","Laptop","Laptop","3-6","+12","Agree","Agree","Agree","Agree","Uncertain","Disagree","Uncertain","Uncertain","Uncertain","Agree","Uncertain	","Agree	","Uncertain	","Agree	","Agree","Agree","Agree","Uncertain","Agree","Agree","Agree","Agree","Uncertain",2
680,"Female","Fourth/Senior","18-24","60-69","Mobile phone","Mobile phone","1-3 ","6-9","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree	","Agree	","Strongly Agree","Agree","Agree","Agree","Uncertain","Agree","Disagree","Strongly Agree","Agree","Agree",2
681,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Strongly Agree","Uncertain","Agree","Agree","Strongly Agree","Uncertain","Agree","Agree","Agree","Strongly Agree","Uncertain	","Agree	","Agree	","Uncertain","Strongly Agree","Agree","Agree","Strongly Agree","Uncertain","Agree","Agree","Uncertain",2
682,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Strongly Agree","Uncertain	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Uncertain","Agree","Agree","Agree",1
683,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","3-6","3-6","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Agree","Uncertain","Uncertain","Disagree","Disagree","Disagree","Strongly Disagree","","Disagree","Disagree","Strongly Agree","Uncertain","Disagree","Disagree","Disagree","Strongly Agree","Disagree","Strongly Disagree",2
684,"Female","First/Freshman","18-24","+90","Other","Laptop","1-3 ","9-12","Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Uncertain","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
685,"Female","Second/ Sophomore","18-24","+90","Mobile phone","Laptop","1-3 ","3-6","Agree","Strongly Agree","Disagree","Disagree","Agree","Agree","Uncertain","Uncertain","Uncertain","Uncertain","Disagree","Uncertain	","Uncertain	","Uncertain	","Disagree","Disagree","Strongly Agree","Disagree","Uncertain","Uncertain","Agree","Uncertain","Disagree",2
686,"Male","Third/Junior","25-30","70-79","Mobile phone","Laptop","1-3 ","3-6","Uncertain","Agree","Uncertain","Uncertain","Strongly Agree","Disagree","Agree","Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Uncertain	","Uncertain	","Uncertain","Agree","Agree","Agree","Uncertain","Uncertain","Agree","Strongly Agree","Strongly Agree",2
687,"Female","Other","18-24","80-89","Mobile phone","Laptop","1-3 ","1-3 ","Uncertain","Uncertain","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Uncertain","Agree","Strongly Agree","Agree","Agree","Uncertain",1
