"id","sex","yr","age","cgpa","bdevice","adevice","btime","atime","bdevstudy","adevstudy","bconc","aconc","bbed","abed","baffbed","aaffbed","btire","atire","socdist","isolate","personality","lazy","boredom","psycho","afford","unhealthy","covidstress","devicegpa","assgn","f2f","quiz"
458,"Male","Fourth/Senior","18-24","80-89","Other","Mobile phone","1-3 ","3-6","1","3","2","2","1","0","2","1","2","1","2","2","1","2","2","2","3","3","3","2","3","3","2"
459,"Male","Fourth/Senior","25-30","80-89","Laptop","Mobile phone","3-6","6-9","2","2","0","0","4","4","3","3","4","4","4","4","1","2","4","4","4","4","4","4","4","4","4"
460,"Male","First/Freshman","18-24","70-79","Other","Mobile phone","1-3 ","3-6","3","2","4","4","2","2","4","4","2","4","4","3","4","4","3","4","3","4","2","4","2","4","4"
461,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
462,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
463,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
464,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
465,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
466,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
467,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
468,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
469,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
470,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
471,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
472,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
473,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
474,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","1","2","2","3","3","3","3","2","2","3","4","4","3","3","3","3","3","2"
475,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","2","3","2","2","3","1","3","4","4","4","2","3","1","2","2","3","2","1","2","1","2","2","2"
476,"Female","Third/Junior","18-24","+90","Mobile phone","Laptop","1-3 ","6-9","2","4","3","1","4","2","1","2","4","4","4","3","3","4","4","4","3","4","4","3","4","4","4"
477,"Female","Third/Junior","18-24","80-89","Other","Laptop","3-6","6-9","1","3","2","3","3","1","1","1","3","3","1","3","3","3","3","3","3","4","4","2","3","2","3"
478,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","6-9","12+","2","4","2","4","4","0","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
479,"Female","Other","18-24","70-79","Laptop","Laptop","1-3 ","1-3 ","3","3","1","2","3","1","4","4","4","4","3","3","3","4","4","4","4","4","3","4","4","4","4"
480,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","3-6","12+","3","4","1","1","4","0","1","4","3","4","3","4","1","4","4","4","4","1","4","1","2","1","3"
481,"Female","First/Freshman","18-24","+90","Mobile phone","Mobile phone","1-3 ","9-12","1","4","4","4","3","1","1","4","3","4","3","4","3","4","4","3","4","4","4","4","4","3","3"
482,"Male","Third/Junior","18-24","70-79","Laptop","Mobile phone","6-9","9-12","2","4","3","3","3","1","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
483,"Female","Fourth/Senior","18-24","70-79","Laptop","Laptop","1-3 ","3-6","4","4","1","1","4","0","4","4","3","4","4","3","1","2","3","3","4","2","3","3","3","4","3"
484,"Male","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","3-6","9-12","3","3","1","1","3","1","3","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4"
485,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","1","1","4","4","3","1","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","3"
486,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","1","1","4","4","3","1","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","3"
487,"Male","Third/Junior","18-24","60-69","Mobile phone","Laptop","9-12","3-6","2","4","2","4","4","2","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","2"
488,"Male","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","1-3 ","2","1","4","4","2","2","4","4","3","3","3","3","4","4","4","4","2","2","4","4","4","4","3"
489,"Male","Third/Junior","18-24","60-69","Mobile phone","Mobile phone","1-3 ","1-3 ","1","1","2","2","1","1","1","1","3","3","3","3","4","4","3","3","4","4","3","4","4","4","3"
490,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","3","4","4","4","4","1","1","4","3","4","4","4","3","4","4","4","3","3","4","3","4","4","4"
491,"Male","Second/ Sophomore","18-24","70-79","I pad/ Tablet","Laptop","1-3 ","9-12","2","4","3","4","4","0","2","4","3","4","4","4","3","4","4","4","3","3","4","4","4","4","4"
492,"Male","Second/ Sophomore","18-24","70-79","I pad/ Tablet","Laptop","1-3 ","9-12","2","4","2","4","4","1","3","4","2","4","4","3","4","3","4","4","3","3","4","4","4","3","3"
493,"Male","Fourth/Senior","25-30","60-69","Mobile phone","I pad/ Tablet","1-3 ","1-3 ","3","3","3","2","4","3","2","1","4","4","3","2","3","3","2","3","3","3","3","3","4","3","3"
494,"Male","First/Freshman","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","3","4","2","2","3","3","2","2","1","1","3","2","3","2","3","3","3","2","2","2","2","3","2"
495,"Male","Second/ Sophomore","+30","+90","Mobile phone","Mobile phone","3-6","1-3 ","1","1","4","4","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
496,"Male","Fourth/Senior","+30","70-79","I pad/ Tablet","I pad/ Tablet","1-3 ","3-6","2","3","1","1","4","4","0","0","3","3","4","4","4","3","3","4","4","3","4","4","3","4","4"
497,"Female","Second/ Sophomore","18-24","80-89","Laptop","Laptop","1-3 ","9-12","1","3","3","3","4","0","2","4","4","4","3","4","3","3","4","4","4","3","3","3","4","4","3"
498,"Female","Third/Junior","18-24","60-69","Mobile phone","Other","12+","1-3 ","2","2","2","2","2","3","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2"
499,"Male","Third/Junior","18-24","70-79","Mobile phone","Laptop","1-3 ","9-12","2","4","3","4","4","1","3","4","2","4","4","4","3","4","4","4","3","4","4","4","4","3","4"
500,"Female","Third/Junior","18-24","80-89","Mobile phone","Laptop","6-9","9-12","1","3","1","1","3","3","3","3","4","4","3","3","1","1","2","1","3","1","1","1","4","3","4"
501,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","4","4","3","3","3","3","4","3","4","3","4","3","3","3","4","4","4","4","3","3","4","2","3"
502,"Female","Fourth/Senior","18-24","80-89","Personal Computer","Mobile phone","1-3 ","6-9","3","4","0","0","3","2","4","4","4","4","4","4","4","4","3","4","4","3","3","4","4","4","0"
503,"Male","First/Freshman","18-24","60-69","Mobile phone","Mobile phone","1-3 ","1-3 ","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
504,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","3-6","12+","4","3","2","2","4","1","1","4","4","4","2","3","4","4","4","4","4","3","2","4","4","4","4"
505,"Female","Second/ Sophomore","18-24","70-79","Laptop","Laptop","3-6","6-9","2","3","3","3","3","4","4","4","4","4","2","4","4","4","4","3","4","4","4","3","4","4","3"
506,"Male","Fourth/Senior","25-30","80-89","Laptop","Mobile phone","1-3 ","3-6","3","3","0","0","4","4","3","3","1","1","2","2","1","1","2","4","4","2","3","4","3","2","3"
507,"Female","Third/Junior","18-24","80-89","Mobile phone","Laptop","3-6","12+","2","4","4","4","3","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
508,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","4","4","4","4","4","4","4","4","3","3","3","3","3","3","4","4","4","3","3","2","3","3","3"
509,"Female","Other","18-24","80-89","Other","Laptop","6-9","1-3 ","2","4","4","4","3","3","3","4","1","4","1","2","4","4","4","4","4","4","4","4","2","4","4"
510,"Female","Fourth/Senior","18-24","80-89","Laptop","Laptop","3-6","6-9","1","3","2","2","4","1","1","3","2","4","3","3","4","4","3","4","3","4","4","3","4","4","3"
511,"Female","Fourth/Senior","18-24","60-69","Other","Laptop","9-12","12+","2","3","4","4","2","2","2","4","4","4","4","4","4","4","4","4","3","3","4","4","2","3","4"
512,"Female","First/Freshman","18-24","80-89","Laptop","Mobile phone","1-3 ","3-6","2","4","2","1","3","2","2","4","3","4","4","4","2","4","4","4","4","2","3","4","3","4","1"
513,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","6-9","9-12","4","4","1","3","4","0","1","4","3","4","4","4","4","4","4","4","4","4","4","3","4","3","1"
514,"Female","Other","18-24","70-79","Laptop","Other","3-6","6-9","3","3","3","3","3","3","3","3","3","3","1","1","4","4","4","4","4","3","3","3","3","4","2"
515,"Female","Second/ Sophomore","18-24","80-89","Other","Mobile phone","3-6","9-12","3","4","2","3","3","1","2","3","2","4","2","4","4","4","4","4","4","4","4","4","4","4","4"
516,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","6-9","9-12","2","3","1","1","3","3","1","1","0","0","1","0","2","2","3","3","3","1","1","3","0","4","0"
517,"Female","Fourth/Senior","18-24","60-69","Mobile phone","Laptop","1-3 ","1-3 ","4","3","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
518,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","3-6","6-9","3","3","2","2","3","3","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
519,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","3-6","6-9","2","4","3","4","3","1","1","3","4","4","3","4","4","4","4","3","4","3","4","4","2","4","3"
520,"Male","Fourth/Senior","18-24","70-79","Laptop","Mobile phone","1-3 ","3-6","2","4","3","3","4","0","2","4","2","4","3","4","4","4","2","3","3","3","3","3","3","4","1"
521,"Male","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","3","4","1","1","3","2","3","3","3","4","3","3","1","3","1","3","3","3","3","1","1","3","1"
522,"Female","Fourth/Senior","18-24","+90","Mobile phone","Laptop","1-3 ","9-12","0","3","2","3","4","1","1","4","1","4","3","2","4","3","3","3","3","2","3","3","4","4","1"
523,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","3","4","3","4","1","3","1","4","4","4","2","2","1","4","4","4","4","4","4","3","2","4","3"
524,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","3-6","6-9","4","4","2","2","3","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
525,"Female","Fourth/Senior","25-30","+90","Mobile phone","Mobile phone","1-3 ","3-6","3","4","3","3","3","0","1","3","3","4","4","4","4","3","4","4","4","4","4","4","4","4","3"
526,"Female","Other","18-24","70-79","Mobile phone","Mobile phone","3-6","9-12","3","4","3","4","4","0","2","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","2"
527,"Female","Other","18-24","+90","Mobile phone","Laptop","1-3 ","3-6","4","3","3","3","4","2","4","4","4","4","2","4","4","4","4","4","4","4","4","4","3","4","4"
528,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","1-3 ","6-9","2","4","3","2","4","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
529,"Female","First/Freshman","18-24","+90","Laptop","Laptop","3-6","6-9","3","4","3","4","4","1","3","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
530,"Female","Third/Junior","18-24","70-79","Laptop","Laptop","3-6","9-12","2","3","2","2","4","1","3","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3"
531,"Male","Fourth/Senior","18-24","80-89","Other","Mobile phone","3-6","1-3 ","1","4","3","0","1","4","1","4","1","4","3","3","2","4","4","3","3","4","4","3","4","4","4"
532,"Male","Fourth/Senior","18-24","70-79","Laptop","Laptop","1-3 ","3-6","3","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
533,"Female","Other","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","2","4","2","2","4","2","2","3","3","4","4","4","3","4","4","3","4","3","4","3","3","3","4"
534,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","9-12","9-12","3","3","4","4","0","0","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
535,"Female","Third/Junior","18-24","80-89","I pad/ Tablet","Mobile phone","1-3 ","3-6","3","3","1","4","4","1","1","3","3","4","2","4","2","4","4","4","4","4","4","4","4","3","4"
536,"Female","Second/ Sophomore","18-24","+90","Mobile phone","Mobile phone","3-6","6-9","3","4","2","3","3","0","2","3","3","4","3","3","3","3","3","3","3","2","4","3","2","3","3"
537,"Female","First/Freshman","25-30","70-79","Mobile phone","Mobile phone","1-3 ","6-9","1","3","4","4","4","1","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
538,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","0","0","3","1","2","2","3","3","3","3","0","0","3","3","3","3","4","3","3","3","3","4","4"
539,"Female","Third/Junior","18-24","70-79","Laptop","Laptop","1-3 ","3-6","2","4","4","4","2","3","2","4","3","4","3","4","4","4","4","3","4","4","4","4","4","4","4"
540,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","6-9","9-12","4","4","3","3","3","3","4","4","4","4","2","4","3","4","4","4","3","3","4","4","4","4","1"
541,"Female","Other","18-24","+90","Mobile phone","Mobile phone","3-6","6-9","1","4","3","3","3","3","3","4","4","4","3","4","3","4","3","4","4","3","4","3","2","4","2"
542,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","1-3 ","3","3","4","4","3","1","4","4","3","3","4","4","4","4","3","4","4","3","4","4","4","3","3"
543,"Female","Fourth/Senior","18-24","+90","Mobile phone","Mobile phone","1-3 ","6-9","3","4","2","2","4","2","2","3","2","3","2","3","3","3","3","4","4","2","2","2","3","2","2"
544,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","6-9","12+","4","4","4","4","4","2","3","3","4","4","0","3","4","4","4","4","4","4","2","4","4","4","0"
545,"Female","Third/Junior","18-24","80-89","Mobile phone","I pad/ Tablet","1-3 ","3-6","3","4","2","3","3","1","4","4","4","4","1","4","4","4","4","4","4","2","3","2","4","2","1"
546,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","6-9","3-6","3","4","3","3","4","1","2","4","3","4","3","3","3","4","3","4","4","4","4","4","4","4","3"
547,"Female","Third/Junior","18-24","80-89","Other","Mobile phone","1-3 ","6-9","0","2","4","4","3","1","2","3","4","4","2","3","4","4","4","3","4","4","4","4","3","3","2"
548,"Male","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","1","1","3","3","3","3","3","3","3","3","1","3","3","4","3","3","4","4","4","4","3","4","3"
549,"Female","Other","18-24","70-79","Mobile phone","Mobile phone","1-3 ","1-3 ","3","3","1","1","2","2","4","4","4","4","2","4","3","4","3","4","4","4","3","4","4","4","2"
550,"Female","Fourth/Senior","18-24","+90","Other","Mobile phone","1-3 ","6-9","1","4","3","3","4","1","3","3","4","4","1","4","4","3","4","4","4","4","4","4","4","4","3"
551,"Female","Third/Junior","18-24","70-79","Other","Mobile phone","1-3 ","3-6","1","3","3","3","3","1","1","1","1","3","4","3","3","4","3","3","4","3","3","3","4","3","4"
552,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","3-6","6-9","2","4","4","4","3","1","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
553,"Female","Second/ Sophomore","18-24","80-89","Laptop","Laptop","1-3 ","3-6","3","4","2","2","3","2","2","3","2","3","3","3","4","4","4","4","4","4","4","4","4","4","4"
554,"Male","Fourth/Senior","18-24","70-79","Laptop","Laptop","1-3 ","3-6","2","3","4","4","4","0","3","4","4","4","3","4","4","4","3","4","4","3","4","4","4","3","4"
555,"Female","Other","18-24","70-79","Mobile phone","Mobile phone","6-9","9-12","3","4","3","3","3","1","2","2","4","4","3","3","3","3","2","4","4","3","4","4","4","4","4"
556,"Female","Fourth/Senior","18-24","80-89","Other","Laptop","1-3 ","3-6","3","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","2","3","2","4","3","3"
557,"Female","Fourth/Senior","18-24","70-79","Other","Laptop","3-6","6-9","1","1","3","3","3","1","3","3","4","4","3","4","1","4","4","4","4","3","3","3","1","3","1"
558,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Laptop","1-3 ","3-6","3","3","3","2","1","1","1","1","1","4","1","3","3","3","3","4","4","4","4","4","3","4","3"
559,"Male","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","2","3","1","3","3","2","1","3","1","3","2","3","2","4","3","4","2","2","2","2","3","2","2"
560,"Male","Fourth/Senior","18-24","60-69","Laptop","Mobile phone","1-3 ","6-9","2","3","1","2","3","1","1","3","2","3","2","3","3","3","3","3","3","3","3","3","2","3","3"
561,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","3","4","2","2","4","1","2","2","4","4","4","2","4","4","4","4","4","2","4","4","4","4","4"
562,"Male","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","1-3 ","3","4","1","1","1","1","0","0","1","1","4","3","2","4","2","3","4","2","2","3","3","3","1"
563,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","1","4","3","3","3","2","2","4","2","4","4","4","4","4","4","4","4","4","4","4","4","3","4"
564,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","4","4","2","2","3","0","4","4","0","0","4","0","0","4","3","2","2","1","2","0","0","1","0"
565,"Female","First/Freshman","18-24","70-79","Mobile phone","Laptop","1-3 ","1-3 ","3","2","4","4","3","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4"
566,"Female","First/Freshman","18-24","+90","Mobile phone","Laptop","1-3 ","3-6","3","4","1","0","1","3","1","4","3","4","3","3","1","3","4","3","3","1","3","3","4","1","4"
567,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","3-6","6-9","2","4","3","4","4","0","1","4","4","4","2","4","4","4","4","4","4","4","4","4","4","4","2"
568,"Female","First/Freshman","18-24","60-69","Other","Mobile phone","1-3 ","6-9","0","0","4","4","3","1","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
569,"Male","Third/Junior","18-24","70-79","Mobile phone","Laptop","9-12","6-9","4","4","1","1","2","2","2","2","2","2","3","3","2","0","3","3","4","2","3","1","1","3","1"
570,"Male","First/Freshman","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","3","4","1","3","3","3","3","4","1","4","3","4","2","4","4","4","4","4","3","4","4","4","1"
571,"Male","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","1-3 ","3","4","1","1","1","1","3","3","3","3","3","3","2","4","4","4","4","2","4","3","2","3","1"
572,"Female","First/Freshman","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","0","4","4","0","4","0","4","4","4","4","0","4","4","4","4","4","4","4","4","4","4","4","4"
573,"Female","First/Freshman","18-24","+90","Mobile phone","Laptop","1-3 ","6-9","4","4","1","3","3","3","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2"
574,"Female","First/Freshman","18-24","60-69","Mobile phone","Other","1-3 ","1-3 ","3","3","4","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
575,"Male","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","1-3 ","1-3 ","2","0","4","4","3","3","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","0"
576,"Female","Other","18-24","70-79","Mobile phone","Mobile phone","1-3 ","9-12","2","4","4","4","3","3","3","3","4","4","1","4","3","4","3","3","3","3","3","4","4","4","2"
577,"Female","Fourth/Senior","18-24","70-79","Laptop","Laptop","3-6","3-6","3","4","3","3","4","0","4","4","4","4","2","4","4","4","3","4","3","3","4","4","4","4","3"
578,"Male","Fourth/Senior","18-24","80-89","Mobile phone","Laptop","1-3 ","6-9","2","2","1","4","4","0","1","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","0"
579,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","1-3 ","1-3 ","3","4","4","4","4","3","1","1","3","3","3","2","1","1","3","3","4","2","3","2","3","3","4"
580,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Laptop","1-3 ","3-6","3","4","3","4","4","0","1","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
581,"Female","Third/Junior","18-24","70-79","Mobile phone","Laptop","1-3 ","6-9","2","4","4","4","4","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
582,"Female","Other","18-24","80-89","Mobile phone","Laptop","1-3 ","3-6","2","4","4","4","4","3","2","4","2","4","2","4","4","4","4","4","4","4","4","4","3","4","4"
583,"Female","First/Freshman","18-24","80-89","Laptop","Mobile phone","1-3 ","6-9","3","4","4","4","2","3","4","4","4","4","2","3","4","4","4","4","4","4","4","4","4","4","4"
584,"Male","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","2","3","3","3","0","0","3","3","3","3","4","3","3","4","3","3","4","2","3","2","4","2","2"
585,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Other","3-6","9-12","3","1","3","3","3","1","1","4","1","4","4","4","4","4","3","4","4","4","4","3","4","4","4"
586,"Female","Third/Junior","18-24","80-89","Mobile phone","Laptop","1-3 ","3-6","3","4","4","4","4","1","2","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","2"
587,"Female","Third/Junior","18-24","+90","Laptop","Laptop","1-3 ","3-6","3","3","1","1","4","0","1","4","1","1","4","4","1","4","3","4","4","1","1","2","0","3","1"
588,"Female","Other","18-24","80-89","Mobile phone","Mobile phone","6-9","9-12","3","3","2","2","1","1","3","4","3","4","3","3","4","4","3","4","4","3","4","4","4","4","3"
589,"Male","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","1-3 ","3","4","1","1","3","3","3","3","2","2","0","0","3","3","1","4","3","1","3","3","3","2","3"
590,"Female","Other","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","3","4","3","3","2","2","3","3","3","3","3","3","3","4","4","3","4","4","4","4","4","4","1"
591,"Female","Third/Junior","18-24","80-89","Personal Computer","Mobile phone","1-3 ","6-9","2","4","4","2","1","1","2","4","2","4","3","3","2","4","4","4","4","4","4","2","2","3","4"
592,"Female","Third/Junior","18-24","80-89","Laptop","Mobile phone","1-3 ","1-3 ","2","2","4","4","3","0","2","3","3","3","3","4","3","4","3","4","3","3","4","3","3","3","3"
593,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","6-9","12+","3","4","2","4","4","1","1","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
594,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","3","4","3","3","2","3","3","4","2","4","1","2","3","3","3","3","3","3","3","2","3","3","3"
595,"Female","Fourth/Senior","18-24","+90","Laptop","Laptop","6-9","9-12","3","4","4","4","4","1","2","2","4","4","1","3","2","4","4","4","4","4","4","3","4","4","4"
596,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","1","3","3","3","4","4","2","2","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4"
597,"Female","First/Freshman","18-24","+90","Mobile phone","Mobile phone","1-3 ","6-9","2","4","4","4","3","1","4","4","4","4","3","4","4","4","4","3","4","4","2","4","1","4","2"
598,"Female","Fourth/Senior","18-24","+90","Other","Other","1-3 ","3-6","1","3","2","3","4","4","1","1","3","4","3","3","3","3","3","4","3","2","2","2","2","2","2"
599,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","3-6","6-9","2","3","3","2","3","3","2","2","2","2","1","1","1","3","3","3","3","4","3","2","3","2","1"
600,"Female","First/Freshman","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","2","4","3","4","3","0","3","3","4","4","3","4","3","4","4","4","3","4","4","3","2","4","3"
601,"Female","Fourth/Senior","18-24","70-79","Other","Mobile phone","1-3 ","3-6","2","4","2","2","0","4","3","3","2","2","2","2","2","4","3","4","4","2","4","2","2","2","2"
602,"Female","Fourth/Senior","18-24","80-89","Laptop","Laptop","1-3 ","1-3 ","4","4","1","1","1","1","3","3","4","4","2","2","2","3","2","4","4","2","3","4","2","4","1"
603,"Male","Third/Junior","18-24","+90","Personal Computer","Mobile phone","1-3 ","3-6","1","4","1","1","1","1","1","1","2","2","3","3","3","3","3","3","3","3","3","3","2","3","2"
604,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","1-3 ","3-6","2","2","3","4","3","1","4","4","4","4","3","3","2","4","3","3","4","4","3","4","4","4","3"
605,"Female","Third/Junior","18-24","+90","Laptop","Laptop","1-3 ","1-3 ","1","4","2","2","4","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
606,"Female","First/Freshman","18-24","80-89","Other","Mobile phone","1-3 ","1-3 ","3","3","3","3","3","3","2","2","3","4","3","3","2","4","3","4","4","3","4","3","3","3","4"
607,"Female","Fourth/Senior","18-24","+90","Mobile phone","Mobile phone","1-3 ","3-6","3","4","1","1","3","3","1","1","3","3","3","3","4","4","1","4","3","1","4","4","4","4","2"
608,"Male","Fourth/Senior","25-30","80-89","Laptop","Laptop","12+","12+","3","4","3","4","0","0","2","2","4","4","3","4","4","4","2","4","3","4","4","4","3","4","4"
609,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","1-3 ","2","3","3","3","3","1","1","1","3","3","2","3","3","4","4","4","4","4","4","3","3","2","1"
610,"Female","Third/Junior","18-24","70-79","Mobile phone","Laptop","1-3 ","6-9","0","4","4","4","1","0","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
